niche_id,niche_name,domain_name,area_name,description,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
research_agents__govcon_capture_agents,GovCon capture and proposal research agents,"Search, Knowledge & Research",Deep research & analyst agents,"Agents that discover federal/SLED opportunities, research incumbents and pricing history, and draft compliant proposal volumes for government contractors — the ",5.29,6,7,3,6,6,7,4,0.4,12,25,,"2024-25 models made compliant long-form drafting viable and FY26-27 US defense budget surge (~$1T→$1.5T request, SIPRI/f4) is expanding the bidder pool; several"
pricing_revops__ai_cpq_quoting,AI quoting agents for complex B2B sales,"Sales, Marketing & Support","Pricing, RevOps & monetization","Agent that turns messy RFQs and emails into priced, margin-checked, approval-routed quotes for manufacturers, distributors, and services firms — an AI-native CP",5.29,4,6,5,6,6,7,6,0.55,3.5,25,,Salesforce's announced end-of-sale for legacy CPQ (2025) opened a forced-migration window just as 2024-25 LLMs got good enough to parse unstructured RFQs and pr
legal_work__depo_transcription,AI deposition capture replacing court reporters,"Finance, Legal & Compliance",Legal work & law firms,"AI-first deposition and proceeding capture: certified-quality transcript, synced video, instant rough draft and searchable testimony, sold to litigation firms f",5.29,3,7,6,6,5,9,5,0.45,2.5,35,,Court-reporter applicants down as much as 85% over five years in some states (BLS/state boards via F2 brief) while 2024-25 ASR reached near-human on legal audio
hr_workforce_ops__employer_immigration_ops,Employer immigration and work-authorization ops,"People, HR & Work",HR ops & workforce management,"Case-prep and compliance automation for employer-sponsored immigration: H-1B/green-card petition assembly with lawyer sign-off, I-9/E-Verify audits, and documen",5.29,5,6,5,5,6,7,6,0.6,8,25,Aging demographics; Labor shortages,"2025-26 long-context document agents made full petition assembly and evidence packaging automatable, while the HRSA-projected 267k RN shortage (Dec 2025) pushes"
future_of_work__ai_escalation_pools,Human escalation pools for production AI agents,"People, HR & Work",AI-era work platforms,"An API + on-demand vetted human workforce that production AI agents call when they hit exceptions — edge-case judgment, angry-customer handoffs, physical-world ",5.29,6,7,5,5,6,4,6,0.5,15,30,,"Enterprise agent deployments reached production scale in 2025-26 (documented agent-failure taxonomies, Microsoft Jun 2026), creating exception volume no BPO is "
document_ops__smb_sales_order_intake,Email/PDF sales-order intake for SMB distributors,Operations & Back-office Automation,Document & email operations,"Agent that reads purchase orders arriving by email/PDF/Excel, validates them against catalog and ERP, and enters clean orders — Conexiom's product rebuilt for t",5.29,5,5,4,8,5,7,4,0.6,8,15,,"2024-25 VLMs made messy PO extraction (handwriting, Excel variants) reliable enough for unattended entry at SMB price points; enterprise incumbents haven't move"
procurement_supply__sled_rfp_response,Bid/RFP response agents for SLED contractors,Operations & Back-office Automation,Procurement & vendor ops,"AI capture-and-proposal platform aimed at state/local/education bids and small federal contractors: finds opportunities, drafts compliant responses from a compa",5.29,5,6,4,7,5,7,5,0.5,8,15,,"Long-context models made 200-page RFP compliance matrices tractable in 2024-25; federal is contested but SLED's 90,000 buying entities remain underserved as of "
drug_discovery__ind_submission_automation,IND/eCTD regulatory submission automation,Science & Biotech,Drug discovery & development,"AI platform that drafts, assembles, and QCs IND/NDA eCTD dossiers (modules, tables, HAQ responses) for small biotechs and CRO/consultant teams, replacing outsou",5.29,5,6,5,5,6,7,6,0.6,10,35,Labor shortages,"1M-token contexts plus Opus-5-class verification (mid-2026) make drafting and machine-checking full eCTD modules against source data feasible, while Mordor flag"
drug_discovery__target_hypothesis_triage,AI target and hypothesis triage for wet labs,Science & Biotech,Drug discovery & development,"Agentic literature-plus-omics research service that generates, ranks, and evidence-grades target and mechanism hypotheses for pharma/biotech discovery teams, bl",5.29,4,7,5,6,4,8,7,0.4,3,20,AI scientists arrived,"Fable-5-class models' novel molecular-biology hypotheses were preferred ~80% of the time over prior frontier models in blind review (Jun 2026), making sold-as-a"
lab_automation__instrument_data_agents,AI-ready instrument data for small labs,Science & Biotech,Lab automation & AI scientists,"Agent-powered connectors that parse proprietary instrument output files (chromatography, mass spec, plate readers) into structured, queryable, GxP-traceable dat",5.29,3,7,5,6,6,8,6,0.5,1.5,25,,"2025-26 long-context multimodal models parse arbitrary binary/CSV instrument exports reliably, collapsing the hand-built-connector cost that made this enterpris"
materials_climate_sci__materials_discovery_agents,Agentic materials discovery with synthesis verification,Science & Biotech,"Materials, chemistry & earth science","Agent platform that runs frontier-model materials-screening campaigns (dielectrics for 3D chip stacking, battery electrolytes, catalysts) for industrial R&D tea",5.29,5,7,4,5,5,6,9,0.45,8,30,,"Discovered Materials' Material Discovery Bench (Aug 12, 2026) showed all 7 frontier models can find 500+ novel dynamically-stable materials per run, but 81-96% "
applied_robots__inspection_robots_energy,Robotic inspection services for energy infrastructure,Robotics & Physical AI,Applied robotics (non-humanoid),"Drones/crawler robots plus AI defect-detection sold as a recurring inspection service for power plants, tanks, pipelines, transmission lines, and solar/wind far",5.29,7,7,4,5,5,7,4,0.6,30,45,Robotics foundation models,"Commodity drones existed since ~2018, but 2024-25 multimodal models collapsed the cost of turning imagery into defect reports, and grid/solar buildout (2025-26)"
real_estate_property__ai_transaction_coordination,AI transaction coordination for residential brokerages,Industry Verticals (Built World & Commerce),Real estate & property,"An AI transaction coordinator that runs contract-to-close for agents and brokerages: deadline tracking, document chasing, disclosure compliance, and all party c",5.29,4,4,5,9,4,7,5,0.5,3,10,Long-horizon agents,"2024-25 model reliability made unsupervised document-and-deadline agents viable, and post-NAR-settlement commission compression pushes agents to cut TC/admin co"
real_estate_property__title_curative_agents,Title search and curative automation agents,Industry Verticals (Built World & Commerce),Real estate & property,"LLM agents that read county records, build the chain of title, flag defects, and draft curative documents for independent title agencies and underwriters — auto",5.29,6,4,5,5,6,7,6,0.5,13,30,,"2025-era long-context models can now actually read messy scanned deed chains end-to-end, which Doma's 2019-era ML could not; independent agencies face margin pr"
fintech_banking__sba_loan_origination_agents,AI loan origination ops for community banks,Industry Verticals (Built World & Commerce),"Banking, lending & wealth","Agentic loan-origination platform that automates SBA/small-business lending for community and regional banks: application intake, document analysis, KYB, financ",5.29,7,5,4,4,7,7,5,0.5,30,40,,2024-25 LLM document intelligence made 90%-automation of loan files credible (Casca claims 90% manual-work reduction and shipped to FDIC banks by 2025-26); wind
learning_consumer__ai_displacement_retraining,Career-transition retraining for displaced knowledge workers,Consumer AI,Consumer learning & skills,"A coaching product for mid-career knowledge workers whose role is being absorbed by AI, combining skills diagnosis, a concrete target-role plan, practice projec",5.27,6,8,6,6,4,6,6,0.4,20,25,,"The 2026 workforce visibly split into AI-leveraged and not (Lenny's Newsletter/Noam Segal workforce survey, Jul 7, 2026) and one-person-plus-agent companies bec"
consumer_commerce_travel__disruption_rescue_agent,Flight disruption rescue and compensation agent,Consumer AI,"Shopping, travel & lifestyle","A consumer agent that watches your booked itineraries, and the moment a flight is delayed or cancelled rebooks you, secures hotel/meal duty-of-care, and files t",5.27,5,7,5,7,5,7,6,0.5,6,25,Cheap computer use; Tariffs & reshoring,"The European Commission's June 5 2025 EU261 overhaul is still moving through Parliament, US DOT automatic-refund rules are now in force, and 2026 computer-use a"
ai_native_entertainment__age_verified_teen_worlds,Age-verified interactive story worlds for teens,Creative & Entertainment,AI-native entertainment & IP,"A safety-certified interactive character and story platform built for 13-17 year olds: age-assured accounts, parent-visible transcripts and controls, published ",5.27,3,9,7,4,7,6,9,0.45,2.0,80,,"The teen audience was structurally displaced in the last ~9 months — Character.AI barred under-18 open-ended chat effective Nov 25, 2025, Roblox mandated age ve"
wearables_devices__elder_wearable_triage,AI triage service on off-the-shelf elder wearables,AI Hardware & Devices,AI wearables & consumer devices,"A monitoring and escalation service that runs on hardware families already own (Apple Watch, smart ring, medical-alert pendant): it interprets the continuous si",5.27,6,8,4,5,6,8,6,0.5,9.0,40,Voice crossed threshold; Aging demographics,"YC's Fall 2026 RFS explicitly asks for 'AI for the Aging Population' (voice interfaces, monitoring, caregiver coordination), and 2026 hardware — Oura Ring 5 (Ma"
edge_chips_infra__vision_retrofit_cells,Retrofit vision-inspection cells for small manufacturers,AI Hardware & Devices,Edge AI chips & compute hardware,"A camera plus a sub-$500 edge module (Jetson Orin Nano class) clamped onto an existing production line, running a few-shot VLM defect detector, priced per line ",5.27,5,7,4,6,6,8,7,0.6,6.0,35,Robotics foundation models,Few-shot VLM defect detection stopped needing thousands of labeled images at the same time Jetson Orin Nano hit $199/1k-unit and robotics foundation models prov
coding_agents__legacy_mainframe_agents,AI rewrite agents for mainframe/legacy systems,Software Creation & Developer Tools,Coding agents & AI IDEs,Agentic platform that incrementally rewrites COBOL/mainframe and other legacy estates into modern cloud code with continuous behavioral-equivalence verification,5.24,7,7,4,3,6,8,5,0.6,24.3,40,Aging demographics,"2024-25 long-context frontier models plus AWS Transform (integration announced Jul 2026) legitimized AI-led modernization, and Mechanical Orchard shows 18-month"
agent_identity_payments__nhi_agent_identity_provider,Non-human identity provider for agent fleets,Agent Infrastructure,"Agent identity, auth & payments","An 'Okta for agents': issues scoped, short-lived credentials and passports to AI agents (MCP CIMD, workload identity federation), with inventory, least-privileg",5.24,4,8,3,5,7,7,7,0.55,3,40,MCP standardization,"MCP's 2026-07-28 stateless spec shipped CIMD auth and roadmapped agent delegation (DPoP, workload identity federation), with no dominant NHI standard yet per th"
agent_identity_payments__agent_insurance_bonding,"AI agent insurance, certification and bonding",Agent Infrastructure,"Agent identity, auth & payments",Certification standards plus liability coverage for deployed AI agents — an AIUC-1/SOC-2-style audit paired with insurance or bonding that pays out when an agen,5.24,3,8,6,3,8,7,7,0.45,1,80,EU AI Act enforcement,"AIUC-1 launched as the 'SOC 2 for agents' with first accredited auditor (Schellman) and named certified vendors in 2025-26, proving enterprises will pay for tra"
