niche_id,niche_name,domain_name,area_name,worth_it_composite,market_size_1_10,growth_tailwind_1_10,openness_1_10,feasibility_1_10,moat_potential_1_10,wave_resilience_1_10,timing_1_10,confidence_0_1,market_estimate_usd_billions_per_year,cost_to_start_usd_thousands,enabling_frontier_shifts,why_now
marketing_creative_ops__regulated_mlr_content_ops,受監管行銷內容的 AI MLR 審查,銷售、行銷與客服,行銷、內容與品牌維運,5.24,4,7,5,5,7,7,5,0.45,3,25,,2024-25 年的 LLM 在附引用的主張查核上變得夠可靠，恰好生成式 AI 又讓需要審查的行銷素材量暴增；既有的 MLR 工具（Vodori Content Preflight）只加上了 A
legal_work__batch_discovery_review,訴訟精品所全量證據開示審閱,財務、法務與法遵,法律工作與律師事務所,5.24,6,5,4,5,4,9,7,0.6,15,30,,2026 年 Flash 等級價位下的 1M token 脈絡長度，首度讓「全部讀完」的逐份審閱在經濟上可行（F1 技術轉變簡報，#4），而法院早已認可 TAR。
insurance_ops__claims_desk_agents,TPA 的產險理賠桌代理,財務、法務與法遵,保險營運,5.24,7,6,4,4,6,7,5,0.65,25,50,,2024-25 年的長脈絡多模態模型，讓混合文件／照片／估價單的全卷宗審閱可靠到足以對簡單理賠做全自動處理。
document_ops__regulated_notice_ops,法定對外通知書的生成與寄送,營運與後台自動化,文件與郵件作業,5.24,4,6,6,5,6,7,6,0.45,5,25,,2025-26 年主管機關對 AI 涉入決策的審視（例如加州 SB 1120 的醫師覆核規定、各州的不利決定要求），正好在 LLM 變得夠可靠的時候，強制要求留下紀錄且正確的通知書
procurement_supply__vendor_register_automation,AI 供應商導入與風險清冊自動化,營運與後台自動化,採購與供應商管理,5.24,5,7,4,5,6,7,6,0.45,8,25,歐盟《AI 法案》上路,DORA 的資訊登錄冊義務自 2025 年 1 月起對歐盟金融機構及其 ICT 供應商生效，而歐盟《AI 法案》(EU AI Act) 的部署者義務（2026 年 8 月）現在要求逐一盤點各廠商的 AI 系統（F2 檔案
rcm_prior_auth__specialty_pa_agents,服務不足專科的保險事前授權代理,醫療與健康照護,營收循環、帳務與事前授權,5.24,7,7,3,5,5,7,5,0.55,27,35,人口高齡化,CMS-0057-F 要求受影響的支付方在 2027 年 1 月前開放 FHIR 保險事前授權 API（規則於 2024 年 1 月定案——期限細節本次未經查證），恰好在文件
trades_home_services__electrification_paperwork,電氣化安裝商的許可與回饋金代理,垂直產業（建築與商業）,技術工班與居家服務,5.24,4,8,4,6,6,7,5,0.45,3,20,,電氣化需求（資料中心帶動的電網建設、熱泵普及）遇上能操作 7k+ 個 AHJ 入口網站的代理——PermitFlow 2026 年 B 輪已證明其規模化可行
audio_music__voice_likeness_rights,聲音肖像授權與複製聲音維權,創意與娛樂,音樂與音訊,5.22,2,9,6,6,7,6,8,0.45,0.8,30,語音跨過可用門檻; 歐盟《AI 法案》上路; 人口高齡化; 深偽與信任危機,肖像相關法規在 2025-26 年趨於一致（歐盟《AI 法案》第 50 條的深偽揭露、NO FAKES 法案的推進動能、丹麥的肖像法），同時廉價的開源聲音複製，加上 2026 年有紀錄可查的一波聲音詐騙
ai_native_entertainment__interactive_episodic_series,粉絲社群專屬個人化互動影集,創意與娛樂,AI 原生娛樂與 IP,5.22,3,7,6,7,5,8,7,0.5,1.0,25,,Showrunner 於 2025 年 7 月的 alpha（Amazon Alexa Fund 投資）證明有人願意每月付 $10-40 看生成集數，而 OpenAI 關閉 Sora 社群 App（2026 年 3 月 
coding_agents__agent_fleet_ops,程式碼代理機隊維運層,軟體開發與開發者工具,程式代理與 AI IDE,5.19,2,9,6,8,3,4,8,0.45,0.5,10,MCP 標準化; 軟體開發成本降十倍,Anthropic 疑似對 Claude Code 降低投入程度進行 A/B 測試（2026 年 8 月 22 日），以及無狀態 MCP（模型脈絡協定）規格變更（2026 年 7 月 28 日），催生了對第三方投入透明度
browser_computer_use__qa_agents_e2e_testing,持續 E2E 測試的電腦操作代理,AI 代理基礎設施,瀏覽器與電腦操作設施,5.19,6,7,3,7,4,7,4,0.45,20,20,電腦操作成本大降; AI 科學家登場,視覺驗證式的電腦操作 QA 在 2025 年開始可行，並隨 ProofShot 模式（2026 年 3 月 24 日）成熟，但已募資的競爭者已吃掉大半窗口。
agent_identity_payments__agent_checkout_gateway,商家用多協定代理結帳閘道,AI 代理基礎設施,代理身分與支付,5.19,3,9,4,6,5,7,7,0.5,1,35,代理支付軌道成形,協定碎片化在 2025 年 9 月（AP2 推出）到 2026 年 4 月（Visa ICC、Mastercard Agent Pay 在 10 個以上市場上線）之間成形；2026 年 4 月調查的結論 —「沒有協定主導
inference_infra__hybrid_edge_routing_sdk,裝置端推論 SDK 與信心探針回退,模型與運算,推論與服務最佳化,5.19,2,7,6,6,5,7,8,0.5,0.8,25,,Cactus Hybrid（2026 年 7 月 22 日）證明 68k 參數的信心探針（AUROC 0.814）能在只轉送 15-55% 查詢的情況下維持雲端品質，而 Gemma 4 26B 現在能在 M 系列晶片上以
research_agents__regulated_evidence_synthesis,製藥法規級證據綜整代理,搜尋、知識與研究,深度研究與分析代理,5.19,5,6,5,5,6,7,5,0.4,8,50,,2025-26 年推理模型的擷取正確率已達到可把雙人篩選降為人工複核的水準（Elicit 回報系統性文獻回顧省時 80%），同時歐盟 MDR 的文獻回顧要求持續迫使
sales_automation__govcon_proposal_agents,政府標案承包商提案自動化,銷售、行銷與客服,銷售代理與營收自動化,5.19,6,6,3,6,6,7,4,0.5,10,20,,由 2023-24 年的長脈絡模型開啟，如今已陷入競爭；剩餘的優勢在於能執行完整投標（定價、法遵、審查）的代理，而這是 2026 年推理模型才新支援的
clinical_documentation__scribe_to_claim_coding,專科診所診後編碼整合,醫療與健康照護,病歷紀錄與智慧病歷,5.19,6,7,3,5,6,8,4,0.6,20,35,,環境式智慧病歷在 2024-25 年已把醫師紀錄做到飽和；2026 年，從紀錄到理賠這一步正是智慧病歷領先者（Abridge Revenue Cycle、Ambience coding，皆於 2026 年 8 月上線）指
lab_automation__ai_native_lims,中型檢測實驗室的 AI 原生 LIMS,科學與生技,實驗室自動化與 AI 科學家,5.19,4,6,4,6,7,7,5,0.5,3.0,30,,2025-26 年的代理式模型讓舊 LIMS／試算表遷移與儀器檔案解析近乎零成本，瓦解了長久以來把小型實驗室擋在 LIMS 之外的建置成本。
materials_climate_sci__mineral_exploration_ai,關鍵礦產探勘的 AI 標的軟體,科學與生技,材料、化學與地球科學,5.19,6,7,6,4,5,6,5,0.4,12,30,關稅與生產回流,關鍵礦產的急迫性（電氣化、CHIPS 時代的產業回流、國防戰備儲備）正推升新的探勘預算，而 KoBold 在尚比亞的發現驗證了 AI 標的定位——但 KoBold 把自己的
defense_ai__ato_rmf_automation,ATO/RMF 法遵文件自動化,國防、太空與政府,國防與國安 AI,5.19,4,7,5,5,6,7,6,0.5,3,25,,美國國防部推動持續性 ATO，加上 2025 年 FedRAMP 改革（FedRAMP 20x 自動化優先試點，2025 年 3 月宣布），使機器產生、可持續驗證的文件成為官方認可的路徑。
companionship_social__ai_matchmaker_dating,取代滑動配對的 AI 媒人,消費者 AI,陪伴與社交,5.19,5,5,4,7,5,7,5,0.6,6.5,12,,交友 App 營收 2025 年首度下滑，顯示滑動模式已疲乏，而這個類別最具公信力的創辦人（Hinge 的 McLeod）在 2026 年 7 月帶著 AI 媒人 Overtone 重返市場——驗證了
legacy_modernization__upgrade_subscription,框架與相依套件升級訂閱制,軟體開發與開發者工具,老舊系統現代化,5.14,5,7,4,7,4,6,5,0.6,12,15,,2025-26 年的代理式編碼（Claude Code／Codex 等級）讓耗時數月的升級專案趨近自動化——Asana 用 Codex 在「2 週內清掉 5 年的工程工作量」（2026 年 8 月，廠商說法）。
agent_memory_context__context_ops_finops,脈絡可觀測性與 token FinOps,AI 代理基礎設施,記憶與脈絡基礎設施,5.14,3,8,4,8,4,5,7,0.5,1.5,10,,代理機隊的營運成本在 2026 年中成為一條被點名的預算科目（Every 成本暴增 230%，2026 年 8 月），harness 額外負擔也成為公開爭議（「Claude Code 在讀取前就送出 33k tokens
expert_data__enterprise_expert_evals,大型企業 AI 代理的專家評測市集,資料、評測與 AI 品質,專家資料與 RLHF 供給,5.14,2,8,5,7,5,7,6,0.45,0.5,15,歐盟《AI 法案》上路,2025-26 年的大型企業 AI 代理導入（歐盟《AI 法案》高風險義務自 2026 年 8 月 2 日起要求準確度審查）催生了對領域專家評估的買方，而這是通用評測工具無法提供的。
applied_voice__insurance_fnol_claims_calls,保險初報案與理賠進度語音代理,語音與通訊,各產業語音代理應用,5.14,5,6,5,5,5,7,6,0.55,12,40,語音跨過可用門檻,人類等級的輪替回應已降到商品化成本（Sparrow-1 於 2026 年 1 月正式推出），解鎖了在 1.5 秒延遲下不可行的高風險、頻繁打斷的 FNOL 通話。
sales_automation__gtm_engineering_service,產品化 GTM 工程一站式服務,銷售、行銷與客服,銷售代理與營收自動化,5.14,5,7,3,8,3,7,5,0.5,5,8,,GTM 工程師這個職位與 Clay 生態系在 2025-26 年爆發（Clay 於 2025 年 8 月達 $3.1B；GTM 工程師專屬求職板於 2026 年上線），但多數中小企業請不起——服務缺口現在正開著
support_cx__voice_fraud_defense_contact_centers,聯絡中心語音詐騙防禦,銷售、行銷與客服,客服與顧客體驗,5.14,4,8,5,4,7,5,7,0.5,3,40,語音跨過可用門檻; 深偽與信任危機,2026 年的語音詐騙浪潮——語音複製商品化（Qwen3-TTS 於 2026 年 1 月開源）、Mercor 4TB 語音樣本外洩事件（2026 年 4 月）——在過去 12 個
legal_work__outcome_contract_review,按成果計價的合約審閱服務（AINS）,財務、法務與法遵,法律工作與律師事務所,5.14,6,6,3,6,5,7,5,0.6,15,35,,AINS 於 2026 年 8 月被點名為活躍的創投潮流（Newcomer），Crosby 已驗證需求（「12 小時 vs 六週」），且客戶要求費用與成果掛鉤（BI，2026 年 6 月）。
patient_access__referral_fax_orchestration,輔助醫療端傳真轉排程轉診收案,醫療與健康照護,病患接觸與互動,5.14,6,6,4,5,6,7,4,0.6,15,40,,文件 VLM 在雜亂傳真上的準確度於 2023-24 年跨過可用門檻——Tennr 的規模已證明（「一天 260 份傳真」、轉診加速 75%），所以促成條件是真的，但窗口已部分被消耗
diagnostics_clinical_ai__um_signoff_audit,AI 使用審查的醫師簽核軌跡,醫療與健康照護,診斷與臨床決策 AI,5.14,3,8,7,3,7,7,6,0.45,1.5,40,,加州 SB 1120（2024 年 9 月簽署、2025 年 1 月生效）把醫師簽核與定期 AI 準確度審查訂為法定要求，多州也在 2025-26 年跟進仿效。
mental_behavioral__sud_prior_auth,成癮治療事前授權與使用審查,醫療與健康照護,心理與行為健康,5.14,3,7,6,5,6,7,6,0.45,2,30,,CMS 保險事前授權互通性法規（CMS-0057-F，2024 年 1 月）將在 2026-27 年觸及付款方 API 期限，而 2024-25 年的 CAQH Index 資料（f4）也量化出保險事前授權是最大的剩餘人
materials_climate_sci__wildfire_mitigation_verification,地號級野火風險與減災驗證,科學與生技,材料、化學與地球科學,5.14,4,8,5,5,5,7,6,0.45,3,30,,2025 年 1 月 Eaton／Palisades 大火迫使 $1B 會員攤提後，加州 FAIR Plan 到 2026 年中已達 663k 張保單、$768B 曝險——監理機關現在要求折扣方案，而這需要可規模化
fraud_identity__c2pa_provenance_pipeline,因應第 50 條的 C2PA 來源溯源管線,資安、詐防與信任,詐騙、深偽與身分驗證,5.14,2,8,6,7,4,6,7,0.45,0.4,15,歐盟《AI 法案》上路; 深偽與信任危機,歐盟《AI 法案》(EU AI Act) 第 50 條的機器可讀標記與深偽揭露義務已於 2026 年 8 月 2 日適用——就在三週前——而 C2PA 資訊清單仍無法在真實媒體管線中存活，因此每一家歐盟
applied_robots__food_assembly_raas,食品組裝機器人即服務,機器人與實體 AI,應用機器人（非人形）,5.14,8,7,4,2,6,7,5,0.5,60,400,機器人基礎模型問世,"2024-25 年的 VLA／基礎模型終於讓可變、易變形食材的操作可靠到足以進入量產——Chef Robotics 約 9,900 萬份餐點就是需求的證據。"
applied_robots__solar_construction_robots,太陽能電廠施工與安裝機器人,機器人與實體 AI,應用機器人（非人形）,5.14,7,9,5,2,5,6,6,0.45,30,800,機器人基礎模型問世,2025-26 年的資料中心電力荒讓太陽能成為建置最快的新增電源，而安裝人力成為瓶頸（f2）；首批商業部署（Charge、Terabase、AES Maximo）正在落地。
govtech__agency_procurement_ai,政府機關買方端採購 AI,國防、太空與政府,政府服務與政府科技,5.14,4,7,6,4,6,7,6,0.4,5,30,,2025-26 年聯邦人力裁減造成採購官流失，法定的採購工作量卻無人承接，而 2025 年世代的模型已能可信地處理招標草擬與提案評分，
energy_utilities__load_interconnection_intel,大型負載的電網容量情報,垂直產業（建築與商業）,能源、電網與公用事業,5.14,4,9,4,5,6,7,5,0.55,3.5,30,,資料中心負載 176 TWh（2023 年占美國用電 4.4%），預計 2028 年達 325-580 TWh（DOE/LBNL，2024 年 12 月），使電網排隊成為時程主導因素；發電側競爭激烈，但負載側併網
retail_hospitality__restaurant_backoffice_agent,獨立餐廳的 AI 後台作業代理,垂直產業（建築與商業）,零售、餐飲與旅宿,5.14,6,5,3,7,5,7,4,0.6,18,25,,低成本的視覺語言發票解析（2024-25 年）讓無人化發票讀取變得可行，但 MarginEdge、Toast 等既有業者已在推出 AI 功能，因此純能力面的空窗大
education__integrity_aware_assessment,歷程存證與口試評量平台,垂直產業（建築與商業）,教育與培訓機構,5.14,3,7,5,6,5,7,7,0.5,1.5,15,語音跨過可用門檻; 歐盟《AI 法案》上路,歐盟《AI 法案》(EU AI Act) 附件三把考試監控與學習成效類 AI 列為高風險，該制度於 2026 年 8 月 2 日上路，而 2025-26 年的即時語音模型讓自適應口試在可負擔的每生成本下可行；85%
video_production__living_training_video,自動更新的法遵與訓練影片工廠,創意與娛樂,影片生成與製作,5.12,6,7,3,7,6,7,4,0.65,15,40,,"虛擬主播影片生成在 2025 年已便宜到商品化（Synthesia 進入財星百大企業的 90%），這把未解的問題從「做出一支影片」移到「讓 4,000 支影片維持正確」——一個維護問"
legacy_modernization__s4hana_abap_agents,S/4HANA 遷移的 AI ABAP 修正,軟體開發與開發者工具,老舊系統現代化,5.09,6,9,4,3,5,7,6,0.5,15,50,軟體開發成本降十倍,SAP ECC 主流維護到期（多數系統約在 2025-2027 年結束主流維護，最終延長至 2030 年），迫使出現一波有固定期限的遷移潮，而此時程式碼代理正變得
local_edge_models__edge_oem_sdk_machines,嵌入式機器的邊緣 AI OEM 堆疊,模型與運算,本機、邊緣與裝置端 AI,5.09,3,8,5,5,6,6,7,0.6,2.4,40,,混合路由在 2026 年 7 月獲得驗證（Cactus Hybrid 的 68k 參數信心探針，只把 15-35% 的查詢送往雲端，仍維持雲端品質），讓 OEM 全面本地優先的經濟效益變得可信。
synthetic_data__scan_to_sim_robotics,機器人掃描轉模擬訓練場景,資料、評測與 AI 品質,合成資料與模擬,5.09,3,8,6,5,5,5,8,0.5,1.5,40,機器人基礎模型問世,從手機掃描出發的實體到模擬再到實體流程（R2S2R，2026 年 7 月 28 日），加上可訓練的小型世界模型（SANA-WM，2.6B 參數），讓種子期團隊也能在短期內打造客製化擬真訓練場景
research_agents__grant_agents_nonprofits,非營利組織補助金探索與撰寫代理,搜尋、知識與研究,深度研究與分析代理,5.09,4,5,4,8,5,7,4,0.35,4,10,,2024-25 年的模型已能寫出可信的初稿敘事，而 2025-26 年美國聯邦補助金的動盪，迫使非營利組織在人力不變的情況下追逐更多、更多元的補助方。
